9.915772,7.848101,10.000000,3.142857,9.518631,0.096618,5.404571,0.000000,0.000000
9.893607,7.991945,8.017817,3.885714,9.644609,0.772947,4.836319,0.000000,0.000000
9.884284,7.784810,7.906459,4.400000,9.679088,0.628019,4.805435,0.000000,0.000000
9.893933,7.600690,8.218263,3.685714,9.628696,0.917874,5.077208,0.000000,0.000000
9.892368,7.635213,8.062361,3.542857,9.691022,0.885668,4.984558,0.000000,0.000000
9.882850,7.359033,8.040089,4.628571,9.676435,1.030596,4.984558,0.000000,5.098039
9.892433,7.652474,8.017817,3.257143,9.692348,0.933977,5.046325,0.000000,0.000000
9.893281,7.566168,8.040089,3.000000,9.712240,0.917874,5.089561,0.000000,0.000000
9.903842,8.078251,7.973274,3.914286,9.558414,0.901771,5.126621,0.000000,0.000000
9.893215,7.479862,8.017817,3.885714,9.679088,0.917874,5.188388,0.000000,2.156863
9.881220,7.318757,7.706013,4.457143,9.706935,1.078905,4.996912,0.000000,4.705882
9.893737,7.364787,8.151448,3.628571,9.681740,0.966184,5.287214,0.000000,0.000000
9.882394,7.410817,7.639198,4.000000,9.717544,1.111111,4.972205,0.000000,4.705882
9.892759,7.399310,7.928731,3.628571,9.708262,0.869565,5.176035,0.000000,3.333333
9.893737,7.255466,7.995546,3.742857,9.718870,0.933977,5.250154,0.000000,0.000000
9.893607,7.370541,7.884187,3.514286,9.712240,0.933977,5.182211,0.000000,0.000000
9.895106,7.295742,8.173719,3.314286,9.695001,0.982287,5.373687,0.000000,0.000000
9.921965,8.262371,8.574610,2.542857,9.462936,0.241546,5.651637,0.000000,0.000000
9.903385,7.997699,8.307350,3.371429,9.563718,0.096618,5.491044,0.000000,0.000000
9.891912,7.491369,7.884187,4.828571,9.644609,0.869565,5.213095,0.000000,1.372549
9.892890,7.376295,7.906459,4.257143,9.647262,0.869565,5.262508,0.000000,3.725490
9.906971,8.498274,8.351893,0.828571,9.550457,0.048309,5.558987,0.000000,0.000000
9.891977,7.353280,8.062361,3.685714,9.652566,0.950081,5.373687,0.000000,0.000000
9.892955,7.370541,7.951002,3.857143,9.683066,0.998390,5.305744,0.000000,0.000000
9.890934,7.698504,7.795100,3.285714,9.660522,0.805153,5.206918,0.000000,0.000000
9.893802,7.468354,7.884187,3.457143,9.680414,1.046699,5.268684,0.000000,0.000000
9.895693,7.600690,7.750557,4.028571,9.632675,0.950081,5.206918,0.000000,0.000000
9.890999,7.405063,7.750557,3.800000,9.685718,0.901771,5.206918,0.000000,0.000000
9.894063,7.226697,7.839644,4.085714,9.700305,0.917874,5.274861,0.000000,0.000000
9.895106,7.525892,7.772829,3.657143,9.661849,0.966184,5.243978,0.000000,0.000000
9.894063,7.278481,7.928731,3.714286,9.691022,0.982287,5.367511,0.000000,2.745098
9.892694,7.387802,7.795100,3.257143,9.716218,0.901771,5.281038,0.000000,0.000000
9.894519,7.393556,7.750557,3.514286,9.676435,0.982287,5.287214,0.285714,4.313725
9.893085,7.232451,7.728285,3.942857,9.732131,0.966184,5.281038,0.000000,1.176471
9.895041,7.301496,7.884187,3.828571,9.673783,0.917874,5.404571,0.000000,0.000000
9.880959,7.646720,7.683742,3.457143,9.645936,0.901771,5.293391,0.000000,0.000000
9.903255,7.991945,7.861915,3.771429,9.522610,0.821256,5.423101,0.349206,0.000000
9.895954,7.330265,7.750557,3.857143,9.675109,1.030596,5.361334,0.000000,0.000000
9.923073,8.176064,8.507795,1.342857,9.517305,0.177134,5.911056,0.000000,0.000000
9.923073,8.176064,8.507795,1.342857,9.517305,0.177134,5.911056,0.000000,0.000000
9.895693,7.359033,7.795100,3.200000,9.684392,1.030596,5.416924,0.000000,0.000000
9.893215,7.313003,7.616927,3.428571,9.706935,0.950081,5.336628,0.000000,0.000000
9.894780,7.600690,7.550111,3.800000,9.648588,0.950081,5.305744,0.000000,0.000000
9.922878,7.899885,8.552339,2.057143,9.515979,0.273752,6.016059,0.000000,0.000000
9.895236,7.324511,7.639198,3.400000,9.673783,0.998390,5.410747,0.000000,5.882353
9.902668,7.761795,7.750557,3.857143,9.541175,0.885668,5.558987,0.000000,0.000000
9.900647,7.589183,7.505568,3.371429,9.643283,0.917874,5.453984,0.000000,3.137255
9.952671,8.049482,8.240535,2.028571,9.490784,0.032206,6.065473,0.000000,1.960784
9.923725,7.600690,8.396437,2.257143,9.546479,0.209340,6.189006,0.000000,0.000000
9.902538,7.813579,7.461024,3.514286,9.558414,0.950081,5.503397,0.000000,0.000000
9.930049,7.894131,8.285078,1.457143,9.514653,0.144928,6.213712,0.000000,3.137255
9.904363,7.594937,7.416481,3.657143,9.595544,0.966184,5.645460,0.000000,2.156863
9.896671,7.727273,6.391982,3.400000,9.659196,0.885668,5.577517,0.000000,0.000000
9.898561,7.560414,6.325167,3.657143,9.660522,0.885668,5.602224,0.000000,0.000000
9.894715,7.600690,6.258352,3.685714,9.677762,0.821256,5.571340,0.000000,1.764706
9.894128,7.163406,6.035635,3.685714,9.773240,0.901771,5.596047,0.000000,4.705882
9.858012,7.474108,7.728285,3.200000,9.677762,0.998390,5.157505,0.000000,6.078431
9.897714,7.405063,7.750557,3.685714,9.673783,0.966184,5.206918,0.000000,0.000000
9.893150,7.756041,8.329621,3.342857,9.679088,0.950081,4.959852,0.000000,0.000000
9.893150,7.704258,8.151448,3.400000,9.652566,0.917874,5.108091,0.000000,2.156863
9.902994,7.825086,8.062361,3.171429,9.632675,0.225443,5.410747,0.000000,0.000000
9.907688,7.945915,7.973274,3.771429,9.510675,0.193237,5.355158,2.190476,0.000000
9.920401,7.773303,8.596882,2.514286,9.519958,0.370370,5.892526,0.000000,2.156863
9.923986,8.153049,8.485523,2.228571,9.461610,0.000000,5.985176,0.000000,0.000000
9.920401,7.756041,8.329621,2.571429,9.549131,0.289855,5.935763,0.000000,1.372549
9.915642,7.876870,7.995546,3.200000,9.542501,0.144928,5.806053,0.000000,0.000000
9.919097,7.508631,8.129176,2.485714,9.576979,0.305958,6.084002,0.000000,3.333333
9.919097,7.508631,8.129176,2.485714,9.590240,0.305958,6.084002,0.000000,3.333333
9.919097,7.548907,7.973274,2.571429,9.574327,0.370370,6.065473,0.000000,3.137255
9.928745,7.658228,7.973274,2.342857,9.546479,0.193237,6.281655,0.000000,0.588235
9.881416,8.550058,8.173719,4.971429,9.530566,0.257649,4.546016,0.000000,2.352941
9.899278,7.848101,8.619154,3.628571,9.542501,0.869565,5.138975,0.000000,6.274510
9.882654,7.531646,7.995546,4.342857,9.693675,1.078905,4.836319,0.000000,0.000000
