6.455696,7.954545,2.028986,0.800000
6.202532,6.818182,2.028986,0.800000
5.949367,7.272727,1.884058,0.800000
5.822785,7.045455,2.173913,0.800000
6.329114,8.181818,2.028986,0.800000
6.835443,8.863636,2.463768,1.600000
5.822785,7.727273,2.028986,1.200000
6.329114,7.727273,2.173913,0.800000
5.569620,6.590909,2.028986,0.800000
6.202532,7.045455,2.173913,0.400000
6.835443,8.409091,2.173913,0.800000
6.075949,7.727273,2.318841,0.800000
6.075949,6.818182,2.028986,0.400000
5.443038,6.818182,1.594203,0.400000
7.341772,9.090909,1.739130,0.800000
7.215190,10.000000,2.173913,1.600000
6.835443,8.863636,1.884058,1.600000
6.455696,7.954545,2.028986,1.200000
7.215190,8.636364,2.463768,1.200000
6.455696,8.636364,2.173913,1.200000
6.835443,7.727273,2.463768,0.800000
6.455696,8.409091,2.173913,1.600000
5.822785,8.181818,1.449275,0.800000
6.455696,7.500000,2.463768,2.000000
6.075949,7.727273,2.753623,0.800000
6.329114,6.818182,2.318841,0.800000
6.329114,7.727273,2.318841,1.600000
6.582278,7.954545,2.173913,0.800000
6.582278,7.727273,2.028986,0.800000
5.949367,7.272727,2.318841,0.800000
6.075949,7.045455,2.318841,0.800000
6.835443,7.727273,2.173913,1.600000
6.582278,9.318182,2.173913,0.400000
6.962025,9.545455,2.028986,0.800000
6.202532,7.045455,2.173913,0.400000
6.329114,7.272727,1.739130,0.800000
6.962025,7.954545,1.884058,0.800000
6.202532,7.045455,2.173913,0.400000
5.569620,6.818182,1.884058,0.800000
6.455696,7.727273,2.173913,0.800000
6.329114,7.954545,1.884058,1.200000
5.696203,5.227273,1.884058,1.200000
5.569620,7.272727,1.884058,0.800000
6.329114,7.954545,2.318841,2.400000
6.455696,8.636364,2.753623,1.600000
6.075949,6.818182,2.028986,1.200000
6.455696,8.636364,2.318841,0.800000
5.822785,7.272727,2.028986,0.800000
6.708861,8.409091,2.173913,0.800000
6.329114,7.500000,2.028986,0.800000
8.860759,7.272727,6.811594,5.600000
8.101266,7.272727,6.521739,6.000000
8.734177,7.045455,7.101449,6.000000
6.962025,5.227273,5.797101,5.200000
8.227848,6.363636,6.666667,6.000000
7.215190,6.363636,6.521739,5.200000
7.974684,7.500000,6.811594,6.400000
6.202532,5.454545,4.782609,4.000000
8.354430,6.590909,6.666667,5.200000
6.582278,6.136364,5.652174,5.600000
6.329114,4.545455,5.072464,4.000000
7.468354,6.818182,6.086957,6.000000
7.594937,5.000000,5.797101,4.000000
7.721519,6.590909,6.811594,5.600000
7.088608,6.590909,5.217391,5.200000
8.481013,7.045455,6.376812,5.600000
7.088608,6.818182,6.521739,6.000000
7.341772,6.136364,5.942029,4.000000
7.848101,5.000000,6.521739,6.000000
7.088608,5.681818,5.652174,4.400000
7.468354,7.272727,6.956522,7.200000
7.721519,6.363636,5.797101,5.200000
7.974684,5.681818,7.101449,6.000000
7.721519,6.363636,6.811594,4.800000
8.101266,6.590909,6.231884,5.200000
8.354430,6.818182,6.376812,5.600000
8.607595,6.363636,6.956522,5.600000
8.481013,6.818182,7.246377,6.800000
7.594937,6.590909,6.521739,6.000000
7.215190,5.909091,5.072464,4.000000
6.962025,5.454545,5.507246,4.400000
6.962025,5.454545,5.362319,4.000000
7.341772,6.136364,5.652174,4.800000
7.594937,6.136364,7.391304,6.400000
6.835443,6.818182,6.521739,6.000000
7.594937,7.727273,6.521739,6.400000
8.481013,7.045455,6.811594,6.000000
7.974684,5.227273,6.376812,5.200000
7.088608,6.818182,5.942029,5.200000
6.962025,5.681818,5.797101,5.200000
6.962025,5.909091,6.376812,4.800000
7.721519,6.818182,6.666667,5.600000
7.341772,5.909091,5.797101,4.800000
6.329114,5.227273,4.782609,4.000000
7.088608,6.136364,6.086957,5.200000
7.215190,6.818182,6.086957,4.800000
7.215190,6.590909,6.086957,5.200000
7.848101,6.590909,6.231884,5.200000
6.455696,5.681818,4.347826,4.400000
7.215190,6.363636,5.942029,5.200000
7.974684,7.500000,8.695652,10.000000
7.341772,6.136364,7.391304,7.600000
8.987342,6.818182,8.550725,8.400000
7.974684,6.590909,8.115942,7.200000
8.227848,6.818182,8.405797,8.800000
9.620253,6.818182,9.565217,8.400000
6.202532,5.681818,6.521739,6.800000
9.240506,6.590909,9.130435,7.200000
8.481013,5.681818,8.405797,7.200000
9.113924,8.181818,8.840580,10.000000
8.227848,7.272727,7.391304,8.000000
8.101266,6.136364,7.681159,7.600000
8.607595,6.818182,7.971014,8.400000
7.215190,5.681818,7.246377,8.000000
7.341772,6.363636,7.391304,9.600000
8.101266,7.272727,7.681159,9.200000
8.227848,6.818182,7.971014,7.200000
9.746835,8.636364,9.710145,8.800000
9.746835,5.909091,10.000000,9.200000
7.594937,5.000000,7.246377,6.000000
8.734177,7.272727,8.260870,9.200000
7.088608,6.363636,7.101449,8.000000
9.746835,6.363636,9.710145,8.000000
7.974684,6.136364,7.101449,7.200000
8.481013,7.500000,8.260870,8.400000
9.113924,7.272727,8.695652,7.200000
7.848101,6.363636,6.956522,7.200000
7.721519,6.818182,7.101449,7.200000
8.101266,6.363636,8.115942,8.400000
9.113924,6.818182,8.405797,6.400000
9.367089,6.363636,8.840580,7.600000
10.000000,8.636364,9.275362,8.000000
8.101266,6.363636,8.115942,8.800000
7.974684,6.363636,7.391304,6.000000
7.721519,5.909091,8.115942,5.600000
9.746835,6.818182,8.840580,9.200000
7.974684,7.727273,8.115942,9.600000
8.101266,7.045455,7.971014,7.200000
7.594937,6.818182,6.956522,7.200000
8.734177,7.045455,7.826087,8.400000
8.481013,7.045455,8.115942,9.600000
8.734177,7.045455,7.391304,9.200000
7.341772,6.136364,7.391304,7.600000
8.607595,7.272727,8.550725,9.200000
8.481013,7.500000,8.260870,10.000000
8.481013,6.818182,7.536232,9.200000
7.974684,5.681818,7.246377,7.600000
8.227848,6.818182,7.536232,8.000000
7.848101,7.727273,7.826087,9.200000
7.468354,6.818182,7.391304,7.200000
